date, pm25, pm10, o3, no2, so2, co
2015/3/3,32.00 ,55.00 ,18,40, , 
2015/3/4,47.00 ,45.00 ,18,30, , 
2015/3/5,37.00 ,34.00 ,16,19, , 
2015/3/6,33.00 ,26.00 ,19,2, , 
2015/3/7,42.00 ,38.00 ,17,9, , 
2015/3/8,57.00 ,42.00 ,18,19, , 
2015/3/9,32.00 ,15.00 ,20,3, , 
2015/3/10,21.00 ,70.00 ,21,37, , 
2015/3/11,45.00 ,45.00 ,13,25, , 
2015/3/12,38.00 ,59.00 ,11,32,1, 
2015/3/13,46.00 ,55.00 ,23,30, , 
2015/3/14,45.00 ,53.00 ,22,31, , 
2015/3/15,40.00 ,58.00 ,14,33, , 
2015/3/16,59.00 ,62.00 ,18,32, , 
2015/3/17,67.00 ,54.00 ,13,41, , 
2015/3/18,71.00 ,35.00 ,11,27, , 
2015/3/19,57.00 ,14.00 ,18,21, , 
2015/3/20,35.00 ,33.00 ,24,18, , 
2015/3/21,27.00 ,17.00 ,21,6, , 
2015/3/22,19.00 ,10.00 ,18,3, , 
2015/3/23,16.00 ,61.00 ,19,30, , 
2015/3/24,34.00 ,37.00 ,21,26, , 
2015/3/25,29.00 ,15.00 ,17,28, , 
2015/3/26,23.00 ,13.00 ,8,21, , 
2015/3/27,27.00 ,6.00 ,22,7, , 
2015/3/28,18.00 ,5.00 ,18,9, , 
2015/3/29,10.00 ,20.00 ,16,21, , 
2015/3/30,26.00 ,17.00 ,22,13, , 
2015/3/31,24.00 ,39.00 ,22,20, , 
2014/12/15,18.00 ,33.00 ,20,30,3, 
2014/12/16,38.00 ,36.00 ,6,53,1, 
2014/12/17,56.00 ,54.00 ,6,45,1, 
2014/12/18,56.00 ,26.00 ,10,47, , 
2014/12/19,53.00 ,53.00 ,8,51,1, 
2014/12/20,55.00 ,11.00 ,7,49,1, 
2014/12/21,52.00 ,21.00 ,10,35, , 
2014/12/22,34.00 ,29.00 ,4,55,1, 
2014/12/23,60.00 ,36.00 ,18,22, , 
2014/12/24,31.00 ,8.00 ,16,31, , 
2014/12/25,61.00 ,12.00 ,5,31,1, 
2014/12/26,68.00 ,26.00 ,9,33,1, 
2014/12/27,61.00 ,30.00 ,8,32,2, 
2014/12/28,70.00 , , , , , 
2014/7/1,32.00 ,13.00 , ,11, , 
2014/7/2,27.00 ,10.00 ,24,7, , 
2014/7/3,24.00 ,17.00 ,27,12, , 
2014/7/4,39.00 ,18.00 ,41,16,1, 
2014/7/5,46.00 ,23.00 ,30,17,1, 
2014/7/6,60.00 ,24.00 ,23,22, , 
2014/7/7,57.00 ,22.00 ,29,21, , 
2014/7/8,45.00 ,24.00 ,28,23, , 
2014/7/9,57.00 ,22.00 ,26,22, , 
2014/7/10,52.00 ,21.00 ,26,15,1, 
2014/7/11,58.00 ,11.00 ,25,8, , 
2014/7/12,31.00 ,13.00 ,26,11, , 
2014/7/13,30.00 ,12.00 ,24,10, , 
2014/7/14,34.00 ,14.00 ,21,12, , 
2014/7/15,37.00 ,10.00 ,19,6, , 
2014/7/16,25.00 ,15.00 ,25,4, , 
2014/7/17,31.00 ,10.00 ,16,12,1, 
2014/7/18,27.00 ,9.00 ,21,10, , 
2014/7/19,23.00 ,11.00 ,24,14, , 
2014/7/20,29.00 ,17.00 ,27,17, , 
2014/7/21,40.00 ,21.00 ,31,16, , 
2014/7/22,46.00 ,19.00 ,28,19, , 
2014/7/23,43.00 ,19.00 ,20,14, , 
2014/7/24,43.00 ,12.00 ,26,12, , 
2014/7/25,31.00 ,18.00 ,23,15, , 
2014/7/26,41.00 ,15.00 ,27,14, , 
2014/7/27,41.00 ,17.00 ,35,12, , 
2014/7/28,47.00 ,16.00 ,31,11, , 
2014/7/29,37.00 ,14.00 ,24,4, , 
2014/7/30,25.00 ,6.00 ,22,4, , 
2014/7/31,14.00 ,12.00 ,26,2, , 
2014/8/1,26.00 ,18.00 ,28,16, , 
2014/8/2,50.00 ,19.00 ,24,19, , 
2014/8/3,51.00 ,17.00 ,18,19,1, 
2014/8/4,44.00 ,22.00 ,17,21, , 
2014/8/5,45.00 ,20.00 ,22,12, , 
2014/8/6,36.00 ,20.00 ,30,13, , 
2014/8/7,39.00 ,15.00 ,31,9, , 
2014/8/8,35.00 ,13.00 ,29,15, , 
2014/8/9,28.00 ,13.00 ,24,6, , 
2014/8/10,26.00 ,15.00 ,19,11, , 
2014/8/11,29.00 ,13.00 ,21,12, , 
2014/8/12,28.00 ,10.00 ,21,5, , 
2014/8/13,23.00 ,18.00 ,16,31, , 
2014/8/14,41.00 ,17.00 ,16,22, , 
2014/8/15,34.00 ,12.00 ,19,18, , 
2014/8/16,26.00 ,10.00 ,13,10, , 
2014/8/17,22.00 ,14.00 ,15,24, , 
2014/8/18,32.00 ,15.00 ,18,17, , 
2014/8/19,31.00 ,20.00 ,11,24, , 
2014/8/20,34.00 ,15.00 ,16,14, , 
2014/8/21,26.00 ,14.00 ,20,14, , 
2014/8/22,26.00 ,9.00 ,23,14, , 
2014/8/23,25.00 ,10.00 ,20,15, , 
2014/8/24,26.00 ,16.00 ,14,24, , 
2014/8/25,34.00 ,20.00 , ,30, , 
2014/8/26,35.00 ,18.00 , ,30, , 
2014/8/27,31.00 ,15.00 , ,19, , 
2014/8/28,27.00 ,21.00 , ,23, , 
2014/8/29,32.00 ,14.00 , ,15, , 
2014/8/30,31.00 ,13.00 , ,16, , 
2014/8/31,34.00 ,17.00 , ,26, , 
2014/9/1,36.00 ,18.00 , ,23, , 
2014/9/2,40.00 ,14.00 , ,3, , 
2014/9/3,33.00 ,14.00 , ,4, , 
2014/9/4,33.00 ,13.00 , , , , 
2014/9/5,30.00 ,22.00 , , , , 
2014/9/6,48.00 ,23.00 , , , , 
2014/9/7,50.00 ,13.00 , , , , 
2014/9/8,35.00 ,17.00 , , , , 
2014/9/9,43.00 ,26.00 , , , , 
2014/9/10,56.00 ,24.00 , , , , 
2014/9/11,58.00 ,24.00 , , , , 
2014/9/12,56.00 , , , , , 
2014/9/15,62.00 ,31.00 , , , , 
2014/9/16,58.00 ,28.00 ,17, ,1, 
2014/9/17,55.00 ,34.00 ,19, , , 
2014/9/18,57.00 ,27.00 ,13, ,1, 
2014/9/19,49.00 , , , , , 
2014/9/22,55.00 ,25.00 ,17, , , 
2014/9/23,46.00 ,19.00 ,18, , , 
2014/9/24,40.00 ,16.00 ,19, , , 
2014/9/25,40.00 ,12.00 ,14, , , 
2014/9/26,24.00 ,8.00 ,24, , , 
2014/9/27,19.00 ,13.00 ,22, , , 
2014/9/28,29.00 ,21.00 ,25, ,1, 
2014/9/29,42.00 ,33.00 ,15, ,3, 
2014/9/30,56.00 ,27.00 ,17, ,2, 
2014/10/1,50.00 ,16.00 ,20, , , 
2014/10/2,40.00 ,14.00 ,22, , , 
2014/10/3,29.00 ,22.00 ,20, ,1, 
2014/10/4,57.00 ,26.00 ,22, ,1, 
2014/10/5,68.00 , , , , , 
2014/4/1,29.00 ,27.00 ,14,20,1, 
2014/4/2,29.00 ,42.00 ,25,29,1, 
2014/4/3,37.00 ,32.00 ,18,26,1, 
2014/4/4,31.00 ,22.00 ,17,17,1, 
2014/4/5,31.00 ,15.00 ,17,11,1, 
2014/4/6,34.00 ,17.00 ,12,16,1, 
2014/4/7,33.00 ,13.00 ,11,20, , 
2014/4/8,21.00 ,17.00 , ,24, , 
2014/4/9,31.00 ,13.00 ,15,9,1, 
2014/4/10,29.00 ,11.00 ,22,7,1, 
2014/4/11,17.00 ,21.00 ,19,14,1, 
2014/4/12,24.00 ,7.00 ,26,2, , 
2014/4/13,14.00 ,38.00 ,24,22, , 
2014/4/14,33.00 ,27.00 ,28,21, , 
2014/4/15,29.00 ,23.00 ,19,14,1, 
2014/4/16,29.00 ,14.00 ,24,5,1, 
2014/4/17,28.00 ,11.00 ,26,8,1, 
2014/4/18,22.00 ,12.00 ,23,9,1, 
2014/4/19,23.00 ,22.00 ,24,15,1, 
2014/4/20,38.00 ,26.00 ,33,18,1, 
2014/4/21,48.00 ,35.00 ,29,27,1, 
2014/4/22,41.00 ,33.00 ,27,27,1, 
2014/4/23,36.00 ,39.00 ,26,29, , 
2014/4/24,34.00 ,31.00 ,20,23, , 
2014/4/25,31.00 ,31.00 , ,22, , 
2014/4/26,40.00 ,29.00 , ,24, , 
2014/4/27,42.00 ,25.00 ,37,19, , 
2014/4/28,41.00 ,37.00 ,27,33, , 
2014/4/29,37.00 ,20.00 ,30,20, , 
2014/4/30,20.00 ,13.00 ,29,12, , 
2014/5/1,13.00 ,12.00 ,27,9, , 
2014/5/2,14.00 ,15.00 ,28,16, , 
2014/5/3,17.00 ,11.00 ,25,9, , 
2014/5/4,16.00 ,19.00 ,26,12, , 
2014/5/5,23.00 ,20.00 ,27,38, , 
2014/5/6,35.00 ,10.00 ,24,28, , 
2014/5/7,22.00 ,19.00 ,20,27, , 
2014/5/8,29.00 ,19.00 ,20,28, , 
2014/5/9,29.00 ,12.00 ,23,14,1, 
2014/5/10,23.00 ,15.00 ,22,20, , 
2014/5/11,26.00 ,21.00 ,20,25, , 
2014/5/12,29.00 ,22.00 ,19,30, , 
2014/5/13,33.00 ,25.00 ,23,21, , 
2014/5/14,35.00 ,16.00 ,21,13, , 
2014/5/15,29.00 ,13.00 ,17,12, , 
2014/5/16,24.00 ,17.00 , ,5, , 
2014/5/17,45.00 ,18.00 , ,10, , 
2014/5/18,43.00 ,27.00 , ,23, , 
2014/5/19,43.00 ,15.00 , ,9, , 
2014/5/20,46.00 ,23.00 ,28,18,1, 
2014/5/21,56.00 ,29.00 ,37,20,1, 
2014/5/22,58.00 ,38.00 ,29,34, , 
2014/5/23,70.00 ,20.00 ,31,10,1, 
2014/5/24,56.00 ,13.00 ,19,7,1, 
2014/5/25,35.00 ,20.00 ,28,16, , 
2014/5/26,34.00 ,19.00 ,23,19, , 
2014/5/27,25.00 ,23.00 ,26,23, , 
2014/5/28,41.00 ,20.00 ,26,16,1, 
2014/5/29,35.00 ,19.00 ,31,19, , 
2014/5/30,33.00 ,15.00 ,32,10, , 
2014/5/31,33.00 ,13.00 ,30,10, , 
2014/6/1,29.00 ,20.00 ,28,14,1, 
2014/6/2,43.00 ,22.00 ,29,21, , 
2014/6/3,33.00 ,20.00 ,21,23, , 
2014/6/4,37.00 ,24.00 ,18,31, , 
2014/6/5,46.00 ,13.00 ,29,7, , 
2014/6/6,30.00 ,13.00 ,26,17, , 
2014/6/7,31.00 ,12.00 ,32,10, , 
2014/6/8,31.00 ,12.00 ,28,11, , 
2014/6/9,34.00 ,16.00 ,28,16, , 
2014/6/10,31.00 ,15.00 ,29,8, , 
2014/6/11,34.00 ,19.00 ,25,9, , 
2014/6/12,19.00 ,21.00 ,25,19, , 
2014/6/13,23.00 ,11.00 ,24,7, , 
2014/6/14,22.00 ,17.00 ,27,13, , 
2014/6/15,34.00 ,16.00 ,24,19, , 
2014/6/16,26.00 ,16.00 ,23,10, , 
2014/6/17,25.00 ,16.00 ,25,17, , 
2014/6/18,23.00 ,20.00 ,18,22, , 
2014/6/19,29.00 ,11.00 ,22,15, , 
2014/6/20,22.00 ,8.00 ,23,10, , 
2014/6/21,17.00 ,13.00 ,21,14, , 
2014/6/22,21.00 ,18.00 ,21,22, , 
2014/6/23,26.00 ,22.00 ,20,25, , 
2014/6/24,33.00 ,19.00 ,22,19, , 
2014/6/25,29.00 ,21.00 ,17,27, , 
2014/6/26,40.00 ,14.00 ,20,19, , 
2014/6/27,30.00 ,7.00 , ,9, , 
2014/6/28,17.00 ,7.00 , ,11, , 
2014/6/29,17.00 ,17.00 , ,20, , 
2014/6/30,34.00 ,17.00 , ,25, , 
2014/1/1,45.00 ,21.00 ,14,26,1, 
2014/1/2,52.00 ,11.00 ,18,14,1, 
2014/1/3,23.00 ,13.00 ,18,8,1, 
2014/1/4,28.00 ,19.00 ,15,20,1, 
2014/1/5,43.00 ,15.00 ,14,26,1, 
2014/1/6,33.00 ,24.00 ,18,7,1, 
2014/1/7,46.00 ,30.00 ,17,35,1, 
2014/1/8,49.00 ,28.00 ,14,23,1, 
2014/1/9,30.00 ,42.00 ,15,25,1, 
2014/1/10,33.00 ,14.00 ,13,16,1, 
2014/1/11,36.00 ,24.00 ,16,19,1, 
2014/1/12,37.00 ,28.00 ,14,34,1, 
2014/1/13,45.00 ,13.00 ,16,26,1, 
2014/1/14,36.00 ,14.00 ,18,30,1, 
2014/1/15,33.00 ,14.00 ,12,22,1, 
2014/1/16,32.00 ,11.00 ,16,22,1, 
2014/1/17,31.00 ,11.00 ,13,10,1, 
2014/1/18,38.00 ,9.00 ,13,12,1, 
2014/1/19,35.00 ,28.00 ,14,29,1, 
2014/1/20,37.00 ,39.00 ,20,30,1, 
2014/1/21,40.00 ,26.00 ,18,26,1, 
2014/1/22,36.00 ,16.00 ,13,29,1, 
2014/1/23,39.00 ,21.00 ,18,35,1, 
2014/1/24,43.00 ,8.00 ,16,5,1, 
2014/1/25,26.00 ,13.00 ,16,18,1, 
2014/1/26,34.00 ,20.00 ,16,24,1, 
2014/1/27,35.00 ,32.00 ,13,29,1, 
2014/1/28,44.00 ,22.00 ,16,24,1, 
2014/1/29,37.00 ,16.00 ,13,26,1, 
2014/1/30,30.00 ,29.00 ,13,36,1, 
2014/1/31,48.00 ,17.00 ,13,16,1, 
2014/2/1,47.00 ,20.00 ,13,10,1, 
2014/2/2,47.00 ,17.00 ,11,6,1, 
2014/2/3,40.00 ,27.00 ,11,32,1, 
2014/2/4,58.00 ,39.00 ,12,35,1, 
2014/2/5,83.00 ,37.00 ,12,38,1, 
2014/2/6,65.00 ,20.00 ,11,40,1, 
2014/2/7,34.00 ,11.00 ,10,20,1, 
2014/2/8,25.00 ,11.00 ,13,15,1, 
2014/2/9,25.00 ,18.00 ,13,5,1, 
2014/2/10,35.00 ,28.00 ,15,34,1, 
2014/2/11,43.00 ,12.00 ,11,6,1, 
2014/2/12,27.00 ,15.00 ,16,18,1, 
2014/2/13,28.00 ,16.00 ,16,6,1, 
2014/2/14,33.00 ,11.00 ,19,10,1, 
2014/2/15,21.00 ,13.00 ,17,14,1, 
2014/2/16,31.00 ,37.00 ,11,41,1, 
2014/2/17,47.00 ,39.00 ,7,49,2, 
2014/2/18,50.00 ,49.00 ,9,42,1, 
2014/2/19,43.00 ,29.00 ,7,35,1, 
2014/2/20,39.00 ,13.00 , ,23, , 
2014/2/21,27.00 ,12.00 , ,7, , 
2014/2/22,30.00 ,16.00 , ,2, , 
2014/2/23,37.00 ,24.00 , ,4, , 
2014/2/24,47.00 ,43.00 , ,22, , 
2014/2/25,61.00 ,40.00 , ,35, , 
2014/2/26,76.00 ,25.00 , ,14, , 
2014/2/27,55.00 ,26.00 , ,30, , 
2014/2/28,52.00 ,18.00 , ,25, , 
2014/3/1,50.00 , , ,23, , 
2014/3/2,40.00 ,38.00 ,12,33,1, 
2014/3/3,51.00 ,35.00 ,13,36,1, 
2014/3/4,69.00 ,28.00 ,9,20,1, 
2014/3/5,70.00 ,20.00 ,13,3,1, 
2014/3/6,50.00 ,9.00 ,23,4,1, 
2014/3/7,26.00 ,10.00 ,20, ,1, 
2014/3/8,25.00 ,33.00 ,17,4,1, 
2014/3/9,63.00 ,47.00 ,17,24,1, 
2014/3/10,48.00 ,48.00 ,10,29,1, 
2014/3/11,38.00 ,41.00 ,8,25,2, 
2014/3/12,40.00 ,44.00 ,16,26,1, 
2014/3/13,43.00 ,43.00 ,17,30,1, 
2014/3/14,30.00 ,21.00 ,24,7,1, 
2014/3/15,18.00 ,11.00 ,20,11,1, 
2014/3/16,19.00 ,28.00 ,22,12,1, 
2014/3/17,26.00 ,55.00 ,20,36,1, 
2014/3/18,38.00 ,40.00 ,18,34,1, 
2014/3/19,39.00 ,27.00 ,21,13,1, 
2014/3/20,44.00 ,11.00 ,20,1,1, 
2014/3/21,22.00 ,16.00 ,21,3,1, 
2014/3/22,33.00 ,10.00 ,19,5,1, 
2014/3/23,23.00 ,40.00 ,20,23,1, 
2014/3/24,34.00 ,54.00 , ,24, , 
2014/3/25,37.00 ,52.00 ,24,25,1, 
2014/3/26,39.00 ,58.00 ,11,41,1, 
2014/3/27,44.00 ,89.00 ,25,44,1, 
2014/3/28,60.00 ,42.00 ,15,27,1, 
2014/3/29,45.00 ,39.00 ,19,22,2, 
2014/3/30,47.00 ,38.00 ,23,26,1, 
2014/3/31,35.00 ,37.00 ,22,24,1, 
2022/5/7, ,11.00 , ,4, , 
2022/1/21, ,40.00 , ,19, , 
2022/1/22, ,13.00 , ,12, , 
2022/1/23, ,15.00 , ,22, , 
2022/1/24, ,26.00 , ,32, , 
2022/2/6, ,62.00 , ,34, , 
2021/10/7, ,9.00 , ,3, , 
2021/7/28, ,5.00 , ,6, , 
2021/2/15, ,24.00 , ,21, , 
2020/8/1, ,11.00 , ,4, , 
2020/8/2, ,7.00 , ,6, , 
2020/8/3, ,10.00 , ,5, , 
2020/3/31, ,21.00 , ,11, , 
2020/6/21, ,14.00 , ,17, , 
2020/6/27, ,12.00 , ,7, , 
2019/12/31, ,19.00 , ,22, , 
2019/8/25, ,23.00 , ,13, , 
2019/1/1, ,23.00 , ,8, , 
2019/1/2, ,45.00 , ,27, , 
2019/1/3, ,59.00 , ,40, , 
2019/1/4, ,46.00 , ,46, , 
2019/1/5, ,25.00 , ,33, , 
2019/1/6, ,21.00 , ,26, , 
2019/1/7, ,14.00 , ,20, , 
2019/1/8, ,15.00 , ,18, , 
2019/1/9, ,44.00 , ,27, , 
2019/1/10, ,31.00 , ,31, , 
2019/1/11, ,48.00 , ,48, , 
2019/1/12, ,51.00 , ,41, , 
2019/1/13, ,31.00 , ,31, , 
2019/1/14, ,56.00 , ,20, , 
2019/1/15, ,25.00 , ,26, , 
2019/1/16, ,17.00 , ,29, , 
2019/1/17, ,22.00 , ,43, , 
2019/1/18, ,29.00 , ,40, , 
2019/1/19, ,27.00 , ,41, , 
2019/1/20, ,21.00 , ,34, , 
2019/1/21, ,18.00 , ,30, , 
2019/1/22, ,13.00 , ,28, , 
2019/1/23, ,16.00 , ,21, , 
2019/1/24, ,26.00 , ,25, , 
2019/1/25, ,21.00 , ,18, , 
2019/1/26, ,16.00 , ,15, , 
2019/1/27, ,9.00 , ,7, , 
2019/1/28, ,24.00 , ,24, , 
2019/1/29, ,22.00 , ,38, , 
2018/11/9, ,11.00 , ,14, , 
2018/11/10, ,10.00 , ,13, , 
2018/11/11, ,17.00 , ,8, , 
2018/11/12, ,24.00 , ,26, , 
2018/11/24, ,40.00 , ,29, , 
2018/11/25, ,56.00 , ,43, , 
2018/11/26, ,48.00 , ,44, , 
2018/11/27, ,21.00 , ,29, , 
2018/11/28, ,14.00 , ,17, , 
2018/11/29, ,10.00 , ,4, , 
2018/11/30, ,15.00 , ,5, , 
2018/12/1, ,20.00 , ,22, , 
2018/12/2, ,14.00 , ,22, , 
2018/12/3, ,28.00 , ,18, , 
2018/12/4, ,49.00 , ,28, , 
2018/12/5, ,42.00 , ,28, , 
2018/12/6, ,17.00 , ,21, , 
2018/12/7, ,16.00 , ,16, , 
2018/12/8, ,20.00 , ,25, , 
2018/12/9, ,23.00 , ,32, , 
2018/12/10, ,40.00 , ,29, , 
2018/12/11, ,23.00 , ,38, , 
2018/12/12, ,17.00 , ,23, , 
2018/12/13, ,42.00 , ,25, , 
2018/12/14, ,17.00 , ,19, , 
2018/12/15, ,15.00 , ,15, , 
2018/12/16, ,21.00 , ,26, , 
2018/12/17, ,16.00 , ,27, , 
2018/12/18, ,25.00 , ,21, , 
2018/12/19, ,17.00 , ,22, , 
2018/12/20, ,11.00 , ,14, , 
2018/12/21, ,28.00 , ,17, , 
2018/12/22, ,29.00 , ,19, , 
2018/12/23, ,13.00 , ,16, , 
2018/12/24, ,28.00 , ,27, , 
2018/12/25, ,27.00 , ,34, , 
2018/12/26, ,26.00 , ,28, , 
2018/12/27, ,17.00 , ,25, , 
2018/12/28, ,17.00 , ,24, , 
2018/12/29, ,28.00 , ,31, , 
2018/4/14, ,46.00 , ,22, , 
2018/4/15, ,47.00 , ,20, , 
2017/12/31, ,34.00 ,17,18, , 
2017/11/22, ,16.00 ,13,2, , 
2017/9/10, ,12.00 ,18,6, , 
2016/1/3, ,16.00 , ,24, , 
2015/6/1, ,10.00 ,21,12, , 
2014/12/31, ,38.00 ,18,26, , 
2014/12/14, ,11.00 ,22,5,3, 
2014/9/14, ,32.00 , , , , 
2014/9/21, ,26.00 ,24, ,1, 
2013/12/31, ,16.00 ,13,11,1, 
2021/10/3, , , ,1, , 
2021/10/4, , , ,16, , 
2021/10/5, , , ,9, , 
2021/10/6, , , ,14, , 
2021/7/26, , , ,12, , 
2021/7/27, , , ,12, , 
2019/8/21, , , ,10, , 
2019/8/22, , , ,10, , 
2019/8/23, , , ,7, , 
2019/8/24, , , ,3, , 
2020/6/20, , , , , , 
